File,Stato,Totale feature,Feature invalide
E327_ISASCA_ple.gml,Valido,2355,0
E338_ISOLA D`ASTI_ple.gml,Contiene geometrie invalide,7542,1
E345_ISOLABELLA_ple.gml,Valido,1462,0
E360_ISOLA SANT`ANTONIO_ple.gml,Valido,3890,0
E368_ISSIGLIO_ple.gml,Valido,3365,0
E379_IVREA_ple.gml,Valido,21890,0
E394_LA CASSA_ple.gml,Valido,4354,0
E406_LAGNASCO_ple.gml,Valido,2925,0
E423_LA LOGGIA_ple.gml,Valido,5381,0
E430_LA MORRA_ple.gml,Valido,12306,0
E433_LAMPORO_ple.gml,Valido,2017,0
E436_LANDIONA_ple.gml,Valido,2014,0
E445_LANZO TORINESE_ple.gml,Valido,8514,0
E484_LAURIANO_ple.gml,Valido,8109,0
E518_LEINI_ple.gml,Valido,11406,0
E520_LEMIE_ple.gml,Valido,16486,0
E528_LENTA_ple.gml,Valido,6931,0
E539_LEQUIO TANARO_ple.gml,Valido,6253,0
E540_LEQUIO BERRIA_ple.gml,Valido,5061,0
E543_LERMA_ple.gml,Valido,4749,0
E544_LESA_ple.gml,Valido,7484,0
E546_LESEGNO_ple.gml,Valido,9754,0
E551_LESSOLO_ple.gml,Valido,7785,0
E564_LEVICE_ple.gml,Valido,5638,0
E566_LEVONE_ple.gml,Valido,5525,0
E583_LIGNANA_ple.gml,Contiene geometrie invalide,1425,1
E597_LIMONE PIEMONTE_ple.gml,Valido,14415,0
E615_LISIO_ple.gml,Valido,2727,0
E626_LIVORNO FERRARIS_ple.gml,Valido,8437,0
E633_LOAZZOLO_ple.gml,Valido,4835,0
E635_LOCANA_ple.gml,Valido,35589,0
E660_LOMBARDORE_ple.gml,Valido,5370,0
E661_LOMBRIASCO_ple.gml,Valido,3053,0
E683_LORANZE`_ple.gml,Valido,3988,0
E685_LOREGLIA_ple.gml,Valido,4228,0
E711_LOZZOLO_ple.gml,Valido,7162,0
E758_LUSERNA SAN GIOVANNI_ple.gml,Valido,10371,0
E759_LUSERNETTA_ple.gml,Valido,3043,0
E763_LUSIGLIE`_ple.gml,Valido,2608,0
E782_MACELLO_ple.gml,Valido,3778,0
E789_MACRA_ple.gml,Valido,5071,0
E790_MACUGNAGA_ple.gml,Contiene geometrie invalide,8340,2
E795_MADONNA DEL SASSO_ple.gml,Valido,5560,0
E803_MAGGIORA_ple.gml,Valido,7201,0
E808_MAGLIANO ALPI_ple.gml,Contiene geometrie invalide,9371,1
E809_MAGLIANO ALFIERI_ple.gml,Valido,5977,0
E817_MAGLIONE_ple.gml,Valido,4123,0
E821_MAGNANO_ple.gml,Valido,8571,0
E853_MALESCO_ple.gml,Valido,12347,0
E870_MALVICINO_ple.gml,Valido,1792,0
E880_MANDELLO VITTA_ple.gml,Valido,1133,0
E887_MANGO_ple.gml,Valido,9158,0
E894_MANTA_ple.gml,Valido,3880,0
E907_MARANO TICINO_ple.gml,Valido,4009,0
E917_MARANZANA_ple.gml,Valido,2202,0
E939_MARENE_ple.gml,Valido,5002,0
E941_MARENTINO_ple.gml,Valido,5000,0
E944_MARETTO_ple.gml,Valido,2687,0
E945_MARGARITA_ple.gml,Valido,3202,0
E963_MARMORA_ple.gml,Valido,3736,0
E973_MARSAGLIA_ple.gml,Valido,5331,0
E988_MARTINIANA PO_ple.gml,Valido,5559,0
F010_MASERA_ple.gml,Valido,13804,0
F015_MASIO_ple.gml,Contiene geometrie invalide,7197,1
F037_MASSAZZA_ple.gml,Valido,1543,0
F041_MASSELLO_ple.gml,Valido,8010,0
F042_MASSERANO_ple.gml,Valido,20663,0
F047_MASSINO VISCONTI_ple.gml,Valido,6410,0
F048_MASSIOLA_ple.gml,Valido,1673,0
F053_MATHI_ple.gml,Valido,5236,0
F058_MATTIE_ple.gml,Valido,16545,0
F067_MAZZE`_ple.gml,Valido,15644,0
F074_MEANA DI SUSA_ple.gml,Valido,9548,0
F093_MEINA_ple.gml,Valido,5596,0
F096_MELAZZO_ple.gml,Valido,6930,0
F114_MELLE_ple.gml,Valido,12419,0
F131_MERANA_ple.gml,Valido,3054,0
F140_MERCENASCO_ple.gml,Valido,12201,0
F146_MERGOZZO_ple.gml,Valido,10266,0
F167_MEZZANA MORTIGLIENGO_ple.gml,Valido,5877,0
F182_MEZZENILE_ple.gml,Valido,12010,0
F188_MEZZOMERICO_ple.gml,Valido,5553,0
F189_MIAGLIANO_ple.gml,Valido,1178,0
F191_MIASINO_ple.gml,Valido,2869,0
F192_MIAZZINA_ple.gml,Valido,6318,0
F232_MIRABELLO MONFERRATO_ple.gml,Valido,4379,0
F254_MOASCA_ple.gml,Valido,1946,0
F279_MOIOLA_ple.gml,Valido,4886,0
F281_MOLARE_ple.gml,Contiene geometrie invalide,6718,2
F293_MOLINO DEI TORTI_ple.gml,Valido,1313,0
F297_MOLLIA_ple.gml,Valido,2807,0
F308_MOMBALDONE_ple.gml,Valido,3410,0
F309_MOMBARCARO_ple.gml,Valido,8117,0
F311_MOMBARUZZO_ple.gml,Valido,8903,0
F312_MOMBASIGLIO_ple.gml,Valido,5808,0
F313_MOMBELLO MONFERRATO_ple.gml,Valido,8358,0
F315_MOMBELLO DI TORINO_ple.gml,Valido,2282,0
F316_MOMBERCELLI_ple.gml,Valido,8684,0
F317_MOMO_ple.gml,Valido,6430,0
F318_MONPANTERO_ple.gml,Valido,21500,0
F320_MOMPERONE_ple.gml,Valido,2850,0
F323_MONALE_ple.gml,Valido,4195,0
F325_MONASTERO BORMIDA_ple.gml,Valido,5766,0
F326_MONASTERO DI VASCO_ple.gml,Valido,9361,0
F327_MONASTERO DI LANZO_ple.gml,Valido,19479,0
F329_MONASTEROLO CASOTTO_ple.gml,Valido,2236,0
F330_MONASTEROLO SAVIGLIANO_ple.gml,Valido,2745,0
F335_MONCALIERI_ple.gml,Valido,25503,0
F336_MONCALVO_ple.gml,Valido,5866,0
F337_MONCESTINO_ple.gml,Valido,2435,0
F338_MONCHIERO_ple.gml,Valido,2325,0
F342_MONCRIVELLO_ple.gml,Valido,10036,0
F343_MONCUCCO TORINESE_ple.gml,Valido,6606,0
F351_MONDOVI`_ple.gml,Contiene geometrie invalide,39325,2
F355_MONESIGLIO_ple.gml,Valido,5258,0
F358_MONFORTE D`ALBA_ple.gml,Valido,10984,0
F361_MONGARDINO_ple.gml,Valido,3979,0
F365_MONGIARDINO LIGURE_ple.gml,Valido,15667,0
F369_MONGRANDO_ple.gml,Contiene geometrie invalide,13489,1
F374_MONLEALE_ple.gml,Valido,3491,0
F385_MONTA_ple.gml,Contiene geometrie invalide,19472,1
F386_MONTABONE_ple.gml,Valido,3373,0
F387_MONTACUTO_ple.gml,Valido,11838,0
F390_MONTAFIA_ple.gml,Valido,7028,0
F403_MONTALDEO_ple.gml,Valido,2255,0
F404_MONTALDO BORMIDA_ple.gml,Valido,3243,0
F405_MONTALDO DI MONDOVI_ple.gml,Valido,12955,0
F407_MONTALDO TORINESE_ple.gml,Valido,2660,0
F408_MONTALDO ROERO_ple.gml,Valido,7239,0
F409_MONTALDO SCARAMPI_ple.gml,Valido,4346,0
F411_MONTALENGHE_ple.gml,Valido,5369,0
F420_MONTALTO DORA_ple.gml,Valido,6938,0
F422_MONTANARO_ple.gml,Valido,10923,0
F424_MONTANERA_ple.gml,Valido,2351,0
F455_MONTECASTELLO_ple.gml,Valido,2080,0
F468_MONTECHIARO D`ASTI_ple.gml,Valido,5126,0
F469_MONTECHIARO D`ACQUI_ple.gml,Valido,4227,0
F483_MONTECRESTESE_ple.gml,Valido,24937,0
F518_MONTEGIOCO_ple.gml,Valido,2175,0
F527_MONTEGROSSO D`ASTI_ple.gml,Contiene geometrie invalide,9341,1
F550_MONTELUPO ALBESE_ple.gml,Valido,3304,0
F556_MONTEMAGNO MONFERRATO_ple.gml,Contiene geometrie invalide,7678,1
F558_MONTEMALE DI CUNEO_ple.gml,Valido,6298,0
F562_MONTEMARZINO_ple.gml,Valido,4224,0
F608_MONTEROSSO GRANA_ple.gml,Valido,15922,0
F639_MONTESCHENO_ple.gml,Valido,16056,0
F651_MONTEU DA PO_ple.gml,Valido,3831,0
F654_MONTEU ROERO_ple.gml,Valido,13229,0
F666_MONTEZEMOLO_ple.gml,Valido,3567,0
F669_MONTICELLO D`ALBA_ple.gml,Valido,6483,0
F707_MORANO SUL PO_ple.gml,Contiene geometrie invalide,5405,1
F713_MORBELLO_ple.gml,Valido,6857,0
F723_MORETTA_ple.gml,Valido,6066,0
F733_MORIONDO TORINESE_ple.gml,Valido,3964,0
F737_MORNESE_ple.gml,Valido,3896,0
F743_MOROZZO_ple.gml,Valido,4600,0
F751_MORSASCO_ple.gml,Valido,2921,0
F774_MOTTA DEI CONTI_ple.gml,Contiene geometrie invalide,3463,1
F776_MOTTALCIATA_ple.gml,Valido,8860,0
F809_MURAZZANO_ple.gml,Valido,9671,0
F811_MURELLO_ple.gml,Valido,3019,0
F814_MURISENGO_ple.gml,Contiene geometrie invalide,7421,1
F833_MUZZANO_ple.gml,Valido,2150,0
F846_NARZOLE_ple.gml,Contiene geometrie invalide,10181,1
F859_NEBBIUNO_ple.gml,Valido,6588,0
F863_NEIVE_ple.gml,Valido,10993,0
F878_NETRO_ple.gml,Valido,6344,0
F883_NEVIGLIE_ple.gml,Valido,3098,0
F886_NIBBIOLA_ple.gml,Valido,1727,0
F889_NICHELINO_ple.gml,Valido,9855,0
F894_NIELLA BELBO_ple.gml,Valido,3714,0
F895_NIELLA TANARO_ple.gml,Valido,12505,0
F902_NIZZA MONFERRATO_ple.gml,Valido,12357,0
F906_NOASCA_ple.gml,Valido,9083,0
F925_NOLE_ple.gml,Valido,8352,0
F927_NOMAGLIO_ple.gml,Valido,2194,0
F931_NONE_ple.gml,Valido,8083,0
F932_NONIO_ple.gml,Valido,3130,0
F948_NOVALESA_ple.gml,Valido,9651,0
F952_NOVARA_ple.gml,Contiene geometrie invalide,37425,1
F961_NOVELLO_ple.gml,Valido,5410,0
F965_NOVI LIGURE_ple.gml,Contiene geometrie invalide,16042,1
F972_NUCETTO_ple.gml,Contiene geometrie invalide,4934,1
F992_OCCHIEPPO INFERIORE_ple.gml,Valido,3599,0
F993_OCCHIEPPO SUPERIORE_ple.gml,Valido,2975,0
F995_OCCIMIANO_ple.gml,Valido,5076,0
F997_ODALENGO GRANDE_ple.gml,Contiene geometrie invalide,5715,1
F998_ODALENGO PICCOLO_ple.gml,Valido,3543,0
G007_OGGEBBIO_ple.gml,Valido,10249,0
G010_OGLIANICO_ple.gml,Valido,3907,0
G016_OLCENENGO_ple.gml,Valido,1982,0
G018_OLDENICO_ple.gml,Valido,1257,0
G019_OLEGGIO_ple.gml,Valido,16231,0
G020_OLEGGIO CASTELLO_ple.gml,Valido,3179,0
G042_OLIVOLA_ple.gml,Valido,989,0
G048_OLMO GENTILE_ple.gml,Valido,1799,0
G062_OMEGNA_ple.gml,Valido,14649,0
G066_ONCINO_ple.gml,Valido,15940,0
G087_ORBASSANO_ple.gml,Contiene geometrie invalide,9258,1
G109_ORIO CANAVESE_ple.gml,Valido,5753,0
G114_ORMEA_ple.gml,Valido,45716,0
G117_ORNAVASSO_ple.gml,Valido,13770,0
G124_ORSARA BORMIDA_ple.gml,Valido,3133,0
G134_ORTA SAN GIULIO_ple.gml,Valido,2360,0
G151_OSASCO_ple.gml,Valido,2360,0
G152_OSASIO_ple.gml,Valido,2045,0
G183_OSTANA_ple.gml,Valido,10884,0
G193_OTTIGLIO_ple.gml,Valido,5138,0
G196_OULX_ple.gml,Valido,28790,0
G197_OVADA_ple.gml,Valido,10899,0
G199_OVIGLIO_ple.gml,Valido,6176,0
G202_OZEGNA_ple.gml,Valido,3235,0
G204_OZZANO MONFERRATO_ple.gml,Valido,4144,0
G215_PADERNA_ple.gml,Valido,1629,0
G228_PAESANA_ple.gml,Valido,43048,0
G240_PAGNO_ple.gml,Valido,3098,0
G262_PALAZZO CANAVESE_ple.gml,Valido,3956,0
G266_PALAZZOLO VERCELLESE_ple.gml,Valido,6656,0
G280_PALLANZENO_ple.gml,Valido,2509,0
G302_PAMPARATO_ple.gml,Valido,10766,0
G303_PANCALIERI_ple.gml,Valido,4955,0
G330_PARELLA_ple.gml,Valido,2196,0
G334_PARETO_ple.gml,Valido,10080,0
G338_PARODI LIGURE_ple.gml,Valido,9276,0
G339_PAROLDO_ple.gml,Valido,4836,0
G349_PARUZZARO_ple.gml,Valido,4929,0
G358_PASSERANO MARMORITO_ple.gml,Valido,6877,0
G367_PASTURANA_ple.gml,Valido,2575,0
G387_PAVAROLO_ple.gml,Valido,2707,0
G392_PAVONE CANAVESE_ple.gml,Valido,13526,0
G397_PECETTO DI VALENZA_ple.gml,Valido,3852,0
G398_PECETTO TORINESE_ple.gml,Valido,4911,0
G421_PELLA_ple.gml,Valido,3135,0
G430_PENANGO_ple.gml,Valido,3241,0
G457_PERLETTO_ple.gml,Valido,3349,0
G458_PERLO_ple.gml,Valido,3245,0
G462_PEROSA CANAVESE_ple.gml,Valido,3001,0
G463_PEROSA ARGENTINA_ple.gml,Valido,15569,0
G465_PERRERO_ple.gml,Valido,38404,0
G471_PERTENGO_ple.gml,Valido,1853,0
G477_PERTUSIO_ple.gml,Valido,4589,0
G505_PESSINETTO_ple.gml,Valido,6357,0
G520_PETTENASCO_ple.gml,Valido,3082,0
G521_PETTINENGO_ple.gml,Valido,6601,0
G526_PEVERAGNO_ple.gml,Valido,21962,0
G528_PEZZANA_ple.gml,Contiene geometrie invalide,4510,1
G532_PEZZOLO VALLE UZZONE_ple.gml,Valido,6841,0
G559_PIANEZZA_ple.gml,Valido,7500,0
G561_PIANFEI_ple.gml,Valido,8056,0
G575_PIASCO_ple.gml,Valido,5524,0
G577_PIATTO_ple.gml,Valido,2578,0
G593_PIEA_ple.gml,Valido,4536,0
G594_PIEDICAVALLO_ple.gml,Valido,6413,0
G600_PIEDIMULERA_ple.gml,Valido,5595,0
G619_PIETRA MARAZZI_ple.gml,Valido,2826,0
G625_PIETRAPORZIO_ple.gml,Valido,3741,0
G658_PIEVE VERGONTE_ple.gml,Valido,14335,0
G666_PILA_ple.gml,Valido,3168,0
G672_PINASCA_ple.gml,Valido,20371,0
G674_PINEROLO_ple.gml,Valido,22150,0
G676_PINO D`ASTI_ple.gml,Valido,2628,0
G678_PINO TORINESE_ple.gml,Valido,9578,0
G683_PIOBESI D`ALBA_ple.gml,Valido,2090,0
G684_PIOBESI TORINESE_ple.gml,Valido,6183,0
G685_PIODE_ple.gml,Valido,2750,0
G691_PIOSSASCO_ple.gml,Valido,14853,0
G692_PIOVA MASSAIA_ple.gml,Valido,6679,0
G697_PIOZZO_ple.gml,Valido,7019,0
G703_PISANO_ple.gml,Valido,2715,0
G705_PISCINA_ple.gml,Valido,4645,0
G719_PIVERONE_ple.gml,Valido,6732,0
G742_POCAPAGLIA_ple.gml,Valido,8539,0
G775_POGNO_ple.gml,Valido,5294,0
G777_POIRINO_ple.gml,Valido,15833,0
G798_POLLONE_ple.gml,Valido,4217,0
G800_POLONGHERA_ple.gml,Valido,2804,0
G805_POMARETTO_ple.gml,Valido,8672,0
G807_POMARO MONFERRATO_ple.gml,Valido,3548,0
G809_POMBIA_ple.gml,Valido,4921,0
G820_PONDERANO_ple.gml,Valido,4825,0
G826_PONT CANAVESE_ple.gml,Valido,19466,0
G837_PONTECHIANALE_ple.gml,Valido,11142,0
G839_PONTECURONE_ple.gml,Valido,5496,0
G858_PONTESTURA_ple.gml,Valido,7298,0
G861_PONTI_ple.gml,Valido,4365,0
G872_PONZANO MONFERRATO_ple.gml,Valido,4052,0
G877_PONZONE_ple.gml,Valido,15274,0
G894_PORTACOMARO_ple.gml,Valido,6071,0
G900_PORTE_ple.gml,Valido,3401,0
G927_PORTULA_ple.gml,Valido,5239,0
G940_POSTUA_ple.gml,Valido,7745,0
G960_POZZOL GROPPO_ple.gml,Contiene geometrie invalide,4300,1
G961_POZZOLO FORMIGARO_ple.gml,Valido,8877,0
G970_PRADLEVES_ple.gml,Contiene geometrie invalide,6203,1
G973_PRAGELATO_ple.gml,Valido,21149,0
G974_PRAY_ple.gml,Valido,13631,0
G978_PRALI_ple.gml,Valido,20098,0
G979_PRALORMO_ple.gml,Valido,8853,0
G980_PRALUNGO_ple.gml,Valido,4947,0
G982_PRAMOLLO_ple.gml,Valido,9794,0
G985_PRAROLO_ple.gml,Valido,1953,0
G986_PRAROSTINO_ple.gml,Valido,8274,0
G987_PRASCO_ple.gml,Valido,2742,0
G988_PRASCORSANO_ple.gml,Valido,7983,0
G997_PRATIGLIONE_ple.gml,Valido,6903,0
H001_PRATO SESIA_ple.gml,Valido,7346,0
H011_PRAZZO_ple.gml,Valido,8510,0
H021_PREDOSA_ple.gml,Valido,10814,0
H030_PREMENO_ple.gml,Valido,8239,0
H033_PREMIA_ple.gml,Valido,17457,0
H037_PREMOSELLO CHIOVENDA_ple.gml,Valido,12035,0
H059_PRIERO_ple.gml,Valido,6988,0
H068_PRIOCCA_ple.gml,Valido,7382,0
H069_PRIOLA_ple.gml,Valido,9841,0
H085_PRUNETTO_ple.gml,Contiene geometrie invalide,6626,1
H100_QUAGLIUZZO_ple.gml,Valido,2371,0
H102_QUARANTI_ple.gml,Valido,1297,0
H104_QUARGNENTO_ple.gml,Valido,8629,0
H106_QUARNA SOPRA_ple.gml,Valido,5630,0
H107_QUARNA SOTTO_ple.gml,Valido,4682,0
H108_QUARONA_ple.gml,Valido,8483,0
H120_QUASSOLO_ple.gml,Valido,3531,0
H121_QUATTORDIO_ple.gml,Valido,7052,0
H127_QUINCINETTO_ple.gml,Valido,6199,0
H132_QUINTO VERCELLESE_ple.gml,Valido,903,0
H150_RACCONIGI_ple.gml,Valido,9334,0
H188_RASSA_ple.gml,Valido,4529,0
H203_RE_ple.gml,Valido,12786,0
H207_REANO_ple.gml,Valido,5153,0
H213_RECETTO_ple.gml,Valido,5264,0
H219_REFRANCORE_ple.gml,Valido,8468,0
H247_REVELLO_ple.gml,Valido,12180,0
H250_REVIGLIASCO D`ASTI_ple.gml,Valido,4707,0
H270_RIBORDONE_ple.gml,Valido,11586,0
H272_RICALDONE_ple.gml,Valido,4103,0
H285_RIFREDDO_ple.gml,Valido,3822,0
H293_RIMELLA_ple.gml,Valido,9176,0
H326_RITTANA_ple.gml,Valido,6499,0
H333_RIVALBA_ple.gml,Valido,4289,0
H334_RIVALTA BORMIDA_ple.gml,Valido,5489,0
H335_RIVALTA DI TORINO_ple.gml,Valido,11271,0
H337_RIVA PRESSO CHIERI_ple.gml,Valido,7780,0
H338_RIVARA_ple.gml,Valido,10577,0
H340_RIVAROLO CANAVESE_ple.gml,Valido,15198,0
H343_RIVARONE_ple.gml,Valido,1874,0
H344_RIVAROSSA_ple.gml,Valido,5866,0
H346_RIVE_ple.gml,Valido,1911,0
H355_RIVOLI_ple.gml,Valido,16815,0
H362_ROASCHIA_ple.gml,Valido,7408,0
H363_ROASCIO_ple.gml,Valido,3157,0
H364_ROVASENDA_ple.gml,Valido,3978,0
H365_ROASIO_ple.gml,Valido,23557,0
H366_ROATTO_ple.gml,Valido,2698,0
H367_ROBASSOMERO_ple.gml,Contiene geometrie invalide,3361,1
H376_ROBELLA_ple.gml,Valido,5451,0
H377_ROBILANTE_ple.gml,Valido,10693,0
H378_ROBURENT_ple.gml,Valido,9201,0
H385_ROCCABRUNA_ple.gml,Valido,12195,0
H386_ROCCA CANAVESE_ple.gml,Contiene geometrie invalide,16731,1
H391_ROCCA CIGLIE_ple.gml,Valido,3431,0
H392_ROCCA D`ARAZZO_ple.gml,Valido,6840,0
H395_ROCCA DE BALDI_ple.gml,Valido,6738,0
H406_ROCCAFORTE LIGURE_ple.gml,Valido,11278,0
H407_ROCCAFORTE MONDOVI_ple.gml,Valido,14233,0
H414_ROCCA GRIMALDA_ple.gml,Valido,6010,0
H447_ROCCASPARVERA_ple.gml,Valido,5629,0
H451_ROCCAVERANO_ple.gml,Valido,9868,0
H453_ROCCAVIONE_ple.gml,Valido,10986,0
H462_ROCCHETTA BELBO_ple.gml,Valido,1606,0
H465_ROCCHETTA LIGURE_ple.gml,Contiene geometrie invalide,3198,1
H466_ROCCHETTA PALAFEA_ple.gml,Valido,3523,0
H468_ROCCHETTA TANARO_ple.gml,Valido,7583,0
H472_RODDI_ple.gml,Valido,5721,0
H473_RODDINO_ple.gml,Valido,4656,0
H474_RODELLO_ple.gml,Valido,3972,0
H498_ROLETTO_ple.gml,Valido,4973,0
H502_ROMAGNANO SESIA_ple.gml,Valido,11589,0
H511_ROMANO CANAVESE_ple.gml,Valido,8296,0
H518_ROMENTINO_ple.gml,Valido,9979,0
H538_RONCO BIELLESE_ple.gml,Contiene geometrie invalide,5312,1
H539_RONCO CANAVESE_ple.gml,Valido,14534,0
H547_RONDISSONE_ple.gml,Valido,6895,0
H549_RONSECCO_ple.gml,Valido,1912,0
H553_ROPPOLO_ple.gml,Valido,4999,0
H554_RORA`_ple.gml,Valido,3054,0
H555_ROURE_ple.gml,Valido,32351,0
H561_ROSAZZA_ple.gml,Valido,4265,0
H569_ROSIGNANO MONFERRATO_ple.gml,Valido,5525,0
H577_ROSSA_ple.gml,Valido,6290,0
H578_ROSSANA_ple.gml,Valido,8149,0
H583_ROSTA_ple.gml,Valido,5312,0
H627_RUBIANA_ple.gml,Valido,23758,0
H631_RUEGLIO_ple.gml,Valido,8345,0
H633_RUFFIA_ple.gml,Valido,950,0
H662_SAGLIANO MICCA_ple.gml,Valido,6628,0
H677_SALA MONFERRATO_ple.gml,Valido,2587,0
H681_SALA BIELLESE_ple.gml,Valido,6153,0
H684_SALBERTRAND_ple.gml,Valido,10689,0
H690_SALASCO_ple.gml,Valido,557,0
H691_SALASSA_ple.gml,Valido,4579,0
H694_SALE_ple.gml,Valido,8889,0
H695_SALE DELLE LANGHE_ple.gml,Valido,5216,0
H702_SALERANO CANAVESE_ple.gml,Valido,1729,0
H704_SALE SAN GIOVANNI_ple.gml,Valido,3216,0
H707_SALI VERCELLESE_ple.gml,Valido,434,0
H710_SALICETO_ple.gml,Valido,9397,0
H716_SALMOUR_ple.gml,Valido,3379,0
H725_SALUGGIA_ple.gml,Valido,9715,0
H726_SALUSSOLA_ple.gml,Valido,7566,0
H727_SALUZZO_ple.gml,Valido,16527,0
H734_SALZA DI PINEROLO_ple.gml,Valido,4489,0
H746_SAMBUCO_ple.gml,Valido,5386,0
H753_SAMONE_ple.gml,Valido,3560,0
H755_SAMPEYRE_ple.gml,Valido,50566,0
H770_SAN BENEDETTO BELBO_ple.gml,Valido,1848,0
H775_SAN BENIGNO CANAVESE_ple.gml,Valido,10565,0
H777_SAN BERNARDINO VERBANO_ple.gml,Valido,12133,0
H789_SAN CARLO CANAVESE_ple.gml,Valido,12411,0
H804_SAN COLOMBANO BELMONTE_ple.gml,Valido,3016,0
H810_SAN CRISTOFORO_ple.gml,Valido,2481,0
H811_SAN DAMIANO D`ASTI_ple.gml,Valido,29706,0
H812_SAN DAMIANO MACRA_ple.gml,Valido,17698,0
H820_SAN DIDERO_ple.gml,Valido,3139,0
H821_SANDIGLIANO_ple.gml,Valido,4217,0
H847_SAN FRANCESCO AL CAMPO_ple.gml,Valido,7991,0
H851_SANFRE_ple.gml,Valido,6452,0
H852_SANFRONT_ple.gml,Valido,26556,0
H855_SANGANO_ple.gml,Valido,3678,0
H861_SAN GERMANO VERCELLESE_ple.gml,Valido,3592,0
H862_SAN GERMANO CHISONE_ple.gml,Valido,9797,0
H873_SAN GILLIO_ple.gml,Valido,4550,0
H878_SAN GIORGIO MONFERRATO_ple.gml,Valido,2256,0
H890_SAN GIORGIO CANAVESE_ple.gml,Valido,10930,0
H899_SAN GIORGIO SCARAMPI_ple.gml,Valido,2257,0
H900_SAN GIORIO DI SUSA_ple.gml,Contiene geometrie invalide,13828,1
H936_SAN GIUSTO CANAVESE_ple.gml,Valido,6445,0
H987_SAN MARTINO ALFIERI_ple.gml,Valido,3494,0
H997_SAN MARTINO CANAVESE_ple.gml,Valido,10326,0
I017_SAN MARZANO OLIVETO_ple.gml,Valido,4278,0
I024_SAN MAURIZIO CANAVESE_ple.gml,Valido,8513,0
I025_SAN MAURIZIO D OPAGLIO_ple.gml,Valido,5173,0
I030_SAN MAURO TORINESE_ple.gml,Valido,9772,0
I037_SAN MICHELE MONDOVI`_ple.gml,Valido,10698,0
I052_SAN NAZZARO SESIA_ple.gml,Valido,2680,0
I076_SAN PAOLO SOLBRITO_ple.gml,Contiene geometrie invalide,5278,1
I090_SAN PIETRO VAL LEMINA_ple.gml,Valido,8578,0
I116_SAN PIETRO MOSEZZO_ple.gml,Valido,5442,0
I126_SAN PONSO_ple.gml,Valido,1667,0
I137_SAN RAFFAELE CIMENA_ple.gml,Valido,5306,0
I144_S SALVATORE MONFERRATO_ple.gml,Contiene geometrie invalide,11536,2
I150_SAN SEBASTIANO CURONE_ple.gml,Valido,1799,0
I152_SAN SEBASTIANO DA PO_ple.gml,Valido,9220,0
I154_SAN SECONDO DI PINEROLO_ple.gml,Valido,6961,0
I190_SANT`AGATA FOSSILI_ple.gml,Valido,3214,0
I210_SANT`ALBANO STURA_ple.gml,Valido,5685,0
I249_SANTA MARIA MAGGIORE_ple.gml,Contiene geometrie invalide,8774,1
I258_SANT`AMBROGIO DI TORINO_ple.gml,Valido,5441,0
I296_SANT`ANTONINO DI SUSA_ple.gml,Valido,5395,0
I316_SANTA VITTORIA D`ALBA_ple.gml,Valido,5650,0
I327_SANTENA_ple.gml,Valido,7839,0
I337_SANTHIA`_ple.gml,Valido,7847,0
I367_SANTO STEFANO BELBO_ple.gml,Valido,12920,0
I372_SANTO STEFANO ROERO_ple.gml,Valido,10596,0
I429_SARDIGLIANO_ple.gml,Valido,5814,0
I432_SAREZZANO_ple.gml,Valido,5039,0
I465_SAUZE DI CESANA_ple.gml,Valido,19894,0
I466_SAUZE D`OULX_ple.gml,Contiene geometrie invalide,10533,1
I470_SAVIGLIANO_ple.gml,Contiene geometrie invalide,18137,1
I484_SCAGNELLO_ple.gml,Valido,3187,0
I490_SCALENGHE_ple.gml,Valido,7432,0
I511_SCARMAGNO_ple.gml,Valido,6116,0
I512_SCARNAFIGI_ple.gml,Valido,4682,0
I539_SCIOLZE_ple.gml,Valido,4905,0
I544_SCOPA_ple.gml,Valido,5378,0
I545_SCOPELLO_ple.gml,Contiene geometrie invalide,4770,1
I555_SCURZOLENGO_ple.gml,Valido,3407,0
I637_SEROLE_ple.gml,Valido,3065,0
I645_SERRALUNGA DI CREA_ple.gml,Valido,3362,0
I646_SERRALUNGA D`ALBA_ple.gml,Valido,3382,0
I657_SERRAVALLE SCRIVIA_ple.gml,Valido,6320,0
I659_SERRAVALLE LANGHE_ple.gml,Valido,3837,0
I663_SERRAVALLE SESIA_ple.gml,Valido,17820,0
I678_SESSAME_ple.gml,Contiene geometrie invalide,3437,1
I692_SESTRIERE_ple.gml,Valido,10569,0
I698_SETTIME_ple.gml,Valido,3712,0
I701_SETTIMO ROTTARO_ple.gml,Valido,5134,0
I702_SETTIMO VITTONE_ple.gml,Valido,9154,0
I703_SETTIMO TORINESE_ple.gml,Valido,18626,0
I711_SEZZADIO_ple.gml,Valido,8805,0
I736_SILLAVENGO_ple.gml,Valido,2884,0
I738_SILVANO D`ORBA_ple.gml,Valido,7602,0
I750_SINIO_ple.gml,Valido,4094,0
I767_SIZZANO_ple.gml,Valido,6552,0
I781_SOGLIO_ple.gml,Valido,1926,0
I798_SOLERO_ple.gml,Valido,8072,0
I808_SOLONGHELLO_ple.gml,Valido,1966,0
I817_SOMANO_ple.gml,Valido,5045,0
I822_SOMMARIVA DEL BOSCO_ple.gml,Valido,13583,0
I823_SOMMARIVA PERNO_ple.gml,Valido,9903,0
