File,Stato,Totale feature,Feature invalide
Friuli-VeneziaGiulia\L325_TRAMONTI DI SOTTO_ple.gml,Valido,12229,0
Friuli-VeneziaGiulia\L335_TRASAGHIS_ple.gml,Valido,25406,0
Friuli-VeneziaGiulia\L347_TRAVESIO_ple.gml,Valido,9195,0
Friuli-VeneziaGiulia\L382_TREPPO GRANDE_ple.gml,Valido,5845,0
Friuli-VeneziaGiulia\L421_TRICESIMO_ple.gml,Valido,9603,0
Friuli-VeneziaGiulia\L424_TRIESTE_ple.gml,Contiene geometrie invalide,83888,1
Friuli-VeneziaGiulia\L438_TRIVIGNANO UDINESE_ple.gml,Valido,4061,0
Friuli-VeneziaGiulia\L474_TURRIACO_ple.gml,Valido,2675,0
Friuli-VeneziaGiulia\L483_UDINE_ple.gml,Valido,39225,0
Friuli-VeneziaGiulia\L686_VARMO_ple.gml,Contiene geometrie invalide,7765,1
Friuli-VeneziaGiulia\L743_VENZONE_ple.gml,Valido,9453,0
Friuli-VeneziaGiulia\L801_VERZEGNIS_ple.gml,Valido,8310,0
Friuli-VeneziaGiulia\L909_VILLA SANTINA_ple.gml,Valido,5845,0
Friuli-VeneziaGiulia\M043_VILLESSE_ple.gml,Valido,4340,0
Friuli-VeneziaGiulia\M073_VISCO_ple.gml,Valido,1474,0
Friuli-VeneziaGiulia\M085_VITO D`ASIO_ple.gml,Valido,14902,0
Friuli-VeneziaGiulia\M096_VIVARO_ple.gml,Valido,6205,0
Friuli-VeneziaGiulia\M190_ZOPPOLA_ple.gml,Valido,13596,0
Friuli-VeneziaGiulia\M200_ZUGLIO_ple.gml,Valido,7040,0
Friuli-VeneziaGiulia\M265_VAJONT_ple.gml,Valido,981,0
Friuli-VeneziaGiulia\M311_CAMPOLONGO TAPOGLIANO_ple.gml,Valido,3793,0
Friuli-VeneziaGiulia\M317_RIVIGNANO TEOR_ple.gml,Contiene geometrie invalide,12224,2
Friuli-VeneziaGiulia\M346_VALVASONE ARZENE_ple.gml,Valido,8056,0
Friuli-VeneziaGiulia\M399_TREPPO LIGOSULLO_ple.gml,Valido,7189,0
Friuli-VeneziaGiulia\M400_FIUMICELLO VILLA VICENTINA_ple.gml,Valido,10216,0
Lazio\A019_ACCUMOLI_ple.gml,Valido,20662,0
Lazio\A032_ACQUAFONDATA_ple.gml,Valido,9566,0
Lazio\A040_ACQUAPENDENTE_ple.gml,Valido,17243,0
Lazio\A054_ACUTO_ple.gml,Valido,4557,0
Lazio\A062_AFFILE_ple.gml,Valido,8097,0
Lazio\A081_VILLA LATINA_ple.gml,Valido,8405,0
Lazio\A084_AGOSTA_ple.gml,Valido,7288,0
Lazio\A123_ALATRI_ple.gml,Contiene geometrie invalide,54984,3
Lazio\A132_ALBANO LAZIALE_ple.gml,Valido,18188,0
Lazio\A210_ALLUMIERE_ple.gml,Valido,8017,0
Lazio\A244_ALVITO_ple.gml,Contiene geometrie invalide,16561,1
Lazio\A256_AMASENO_ple.gml,Contiene geometrie invalide,15965,1
Lazio\A258_AMATRICE_ple.gml,Valido,54536,0
Lazio\A269_ANAGNI_ple.gml,Valido,38386,0
Lazio\A297_ANGUILLARA SABAZIA_ple.gml,Valido,11478,0
Lazio\A309_ANTICOLI CORRADO_ple.gml,Valido,8606,0
Lazio\A310_FIUGGI_ple.gml,Valido,11623,0
Lazio\A315_ANTRODOCO_ple.gml,Contiene geometrie invalide,15058,1
Lazio\A323_ANZIO_ple.gml,Valido,25309,0
Lazio\A341_APRILIA_ple.gml,Contiene geometrie invalide,46902,3
Lazio\A348_AQUINO_ple.gml,Valido,9602,0
Lazio\A363_ARCE_ple.gml,Valido,23394,0
Lazio\A370_ARCINAZZO ROMANO_ple.gml,Valido,10551,0
Lazio\A401_ARICCIA_ple.gml,Contiene geometrie invalide,11786,1
Lazio\A412_ARLENA DI CASTRO_ple.gml,Valido,5432,0
Lazio\A421_ARNARA_ple.gml,Valido,8015,0
Lazio\A433_ARPINO_ple.gml,Valido,37527,0
Lazio\A446_ARSOLI_ple.gml,Valido,4496,0
Lazio\A449_ARTENA_ple.gml,Contiene geometrie invalide,20561,2
Lazio\A464_ASCREA_ple.gml,Valido,3374,0
Lazio\A472_CASPERIA_ple.gml,Valido,5126,0
Lazio\A486_ATINA_ple.gml,Valido,12799,0
Lazio\A502_AUSONIA_ple.gml,Valido,12213,0
Lazio\A577_BAGNOREGIO_ple.gml,Valido,10656,0
Lazio\A628_BARBARANO ROMANO_ple.gml,Valido,6784,0
Lazio\A701_VASANELLO_ple.gml,Valido,10498,0
Lazio\A704_BASSANO ROMANO_ple.gml,Contiene geometrie invalide,10695,1
Lazio\A706_BASSANO IN TEVERINA_ple.gml,Valido,4924,0
Lazio\A707_BASSIANO_ple.gml,Contiene geometrie invalide,4207,2
Lazio\A720_BOVILLE ERNICA_ple.gml,Valido,31058,0
Lazio\A749_BELLEGRA_ple.gml,Valido,9900,0
Lazio\A763_BELMONTE CASTELLO_ple.gml,Valido,5169,0
Lazio\A765_BELMONTE IN SABINA_ple.gml,Contiene geometrie invalide,4478,1
Lazio\A857_BLERA_ple.gml,Valido,12799,0
Lazio\A949_BOLSENA_ple.gml,Valido,7911,0
Lazio\A955_BOMARZO_ple.gml,Valido,7405,0
Lazio\A981_BORBONA_ple.gml,Valido,11660,0
Lazio\A996_BORGO VELINO_ple.gml,Contiene geometrie invalide,7397,1
Lazio\B008_BORGOROSE_ple.gml,Contiene geometrie invalide,37393,1
Lazio\B114_BRACCIANO_ple.gml,Valido,15637,0
Lazio\B195_BROCCOSTELLA_ple.gml,Valido,9241,0
Lazio\B388_CALCATA_ple.gml,Valido,3561,0
Lazio\B472_CAMERATA NUOVA_ple.gml,Valido,3350,0
Lazio\B496_CAMPAGNANO DI ROMA_ple.gml,Contiene geometrie invalide,13599,1
Lazio\B527_CAMPODIMELE_ple.gml,Contiene geometrie invalide,4675,1
Lazio\B543_CAMPOLI APPENNINO_ple.gml,Valido,11921,0
Lazio\B576_CANALE MONTERANO_ple.gml,Valido,8205,0
Lazio\B595_ORVINIO_ple.gml,Valido,4834,0
Lazio\B597_CANEPINA_ple.gml,Valido,5399,0
Lazio\B604_CANINO_ple.gml,Contiene geometrie invalide,14597,1
Lazio\B627_CANTALICE_ple.gml,Valido,10962,0
Lazio\B631_CANTALUPO IN SABINA_ple.gml,Valido,2793,0
Lazio\B632_MANDELA_ple.gml,Valido,2575,0
Lazio\B635_CANTERANO_ple.gml,Valido,3735,0
Lazio\B649_CAPENA_ple.gml,Valido,9342,0
Lazio\B663_CAPODIMONTE_ple.gml,Valido,8460,0
Lazio\B687_CAPRANICA PRENESTINA_ple.gml,Valido,5625,0
Lazio\B688_CAPRANICA_ple.gml,Valido,12347,0
Lazio\B691_CAPRAROLA_ple.gml,Valido,14762,0
Lazio\B735_CARBOGNANO_ple.gml,Valido,6480,0
Lazio\B828_CARPINETO ROMANO_ple.gml,Contiene geometrie invalide,10753,1
Lazio\B862_CASALATTICO_ple.gml,Valido,10360,0
Lazio\B919_CASALVIERI_ple.gml,Valido,21744,0
Lazio\B932_CASAPE_ple.gml,Valido,2443,0
Lazio\B934_CASAPROTA_ple.gml,Valido,3746,0
Lazio\C034_CASSINO_ple.gml,Valido,51302,0
Lazio\C098_CASTEL DI TORA_ple.gml,Valido,3154,0
Lazio\C104_CASTELFORTE_ple.gml,Valido,9521,0
Lazio\C116_CASTEL GANDOLFO_ple.gml,Valido,5372,0
Lazio\C177_CASTELLIRI_ple.gml,Valido,7641,0
Lazio\C203_CASTEL MADAMA_ple.gml,Valido,11045,0
Lazio\C223_CASTELNUOVO PARANO_ple.gml,Valido,5333,0
Lazio\C224_CASTELNUOVO DI FARFA_ple.gml,Valido,2546,0
Lazio\C237_CASTELNUOVO DI PORTO_ple.gml,Valido,7796,0
Lazio\C266_CASTEL S PIETRO ROMANO_ple.gml,Valido,3709,0
Lazio\C268_CASTEL SANT ANGELO_ple.gml,Valido,13908,0
Lazio\C269_CASTEL SANT`ELIA_ple.gml,Valido,5520,0
Lazio\C315_CASTIGLIONE IN TEVERINA_ple.gml,Valido,3931,0
Lazio\C338_CASTRO DEI VOLSCI_ple.gml,Valido,21735,0
Lazio\C340_CASTROCIELO_ple.gml,Contiene geometrie invalide,11598,1
Lazio\C390_CAVE_ple.gml,Valido,12260,0
Lazio\C413_CECCANO_ple.gml,Valido,47813,0
Lazio\C446_CELLENO_ple.gml,Valido,4423,0
Lazio\C447_CELLERE_ple.gml,Valido,7360,0
Lazio\C479_CEPRANO_ple.gml,Valido,17446,0
Lazio\C518_CERRETO LAZIALE_ple.gml,Valido,4644,0
Lazio\C543_CERVARA DI ROMA_ple.gml,Valido,9705,0
Lazio\C545_CERVARO_ple.gml,Valido,21876,0
Lazio\C552_CERVETERI_ple.gml,Contiene geometrie invalide,19059,1
Lazio\C677_CICILIANO_ple.gml,Valido,6708,0
Lazio\C702_CINETO ROMANO_ple.gml,Valido,3566,0
Lazio\C740_CISTERNA DI LATINA_ple.gml,Contiene geometrie invalide,32464,5
Lazio\C746_CITTADUCALE_ple.gml,Contiene geometrie invalide,19764,2
Lazio\C749_CITTAREALE_ple.gml,Valido,13527,0
Lazio\C765_CIVITA CASTELLANA_ple.gml,Valido,15077,0
Lazio\C767_LANUVIO_ple.gml,Valido,14715,0
Lazio\C773_CIVITAVECCHIA_ple.gml,Contiene geometrie invalide,18212,3
Lazio\C780_CIVITELLA D`AGLIANO_ple.gml,Valido,7205,0
Lazio\C784_CIVITELLA SAN PAOLO_ple.gml,Valido,4664,0
Lazio\C836_COLFELICE_ple.gml,Contiene geometrie invalide,6592,1
Lazio\C841_COLLALTO SABINO_ple.gml,Contiene geometrie invalide,9592,1
Lazio\C857_COLLE DI TORA_ple.gml,Contiene geometrie invalide,1836,1
Lazio\C858_COLLEFERRO_ple.gml,Valido,7732,0
Lazio\C859_COLLEGIOVE_ple.gml,Valido,5373,0
Lazio\C864_COLLEPARDO_ple.gml,Contiene geometrie invalide,6237,1
Lazio\C870_COLLE SAN MAGNO_ple.gml,Valido,8105,0
Lazio\C876_COLLEVECCHIO_ple.gml,Contiene geometrie invalide,4397,1
Lazio\C880_COLLI SUL VELINO_ple.gml,Valido,2870,0
Lazio\C900_COLONNA_ple.gml,Valido,3530,0
Lazio\C946_CONCERVIANO_ple.gml,Contiene geometrie invalide,5369,1
Lazio\C959_CONFIGNI_ple.gml,Valido,5003,0
Lazio\C969_CONTIGLIANO_ple.gml,Valido,11270,0
Lazio\C988_CORCHIANO_ple.gml,Valido,11287,0
Lazio\C998_CORENO AUSONIO_ple.gml,Contiene geometrie invalide,11628,1
Lazio\D003_CORI_ple.gml,Valido,23959,0
Lazio\D024_TARQUINIA_ple.gml,Valido,27022,0
Lazio\D124_COTTANELLO_ple.gml,Valido,5568,0
Lazio\D440_ESPERIA_ple.gml,Valido,22984,0
Lazio\D452_FABRICA DI ROMA_ple.gml,Valido,12951,0
Lazio\D475_FALERIA_ple.gml,Valido,6881,0
Lazio\D483_FALVATERRA_ple.gml,Valido,4835,0
Lazio\D493_FARA IN SABINA_ple.gml,Valido,17133,0
Lazio\D503_FARNESE_ple.gml,Valido,7495,0
Lazio\D539_FERENTINO_ple.gml,Contiene geometrie invalide,43777,2
Lazio\D560_FIAMIGNANO_ple.gml,Valido,20904,0
Lazio\D561_FIANO ROMANO_ple.gml,Valido,10846,0
Lazio\D586_FILACCIANO_ple.gml,Valido,1263,0
Lazio\D591_FILETTINO_ple.gml,Valido,5079,0
Lazio\D662_FONDI_ple.gml,Contiene geometrie invalide,57197,1
Lazio\D667_FONTANA LIRI_ple.gml,Valido,10605,0
Lazio\D682_FONTECHIARI_ple.gml,Contiene geometrie invalide,10284,3
Lazio\D689_FORANO_ple.gml,Valido,4584,0
Lazio\D707_FORMELLO_ple.gml,Valido,10090,0
Lazio\D708_FORMIA_ple.gml,Valido,33508,0
Lazio\D773_FRASCATI_ple.gml,Valido,12334,0
Lazio\D785_FRASSO SABINO_ple.gml,Valido,2056,0
Lazio\D810_FROSINONE_ple.gml,Valido,45740,0
Lazio\D819_FUMONE_ple.gml,Valido,7481,0
Lazio\D843_GAETA_ple.gml,Valido,22002,0
Lazio\D870_GALLESE_ple.gml,Valido,8354,0
Lazio\D875_GALLICANO NEL LAZIO_ple.gml,Valido,9777,0
Lazio\D881_GALLINARO_ple.gml,Valido,9228,0
Lazio\D945_GAVIGNANO_ple.gml,Contiene geometrie invalide,4629,1
Lazio\D964_GENAZZANO_ple.gml,Valido,14825,0
Lazio\D972_GENZANO DI ROMA_ple.gml,Contiene geometrie invalide,12195,1
Lazio\D978_GERANO_ple.gml,Valido,5099,0
Lazio\E057_GIULIANO DI ROMA_ple.gml,Contiene geometrie invalide,9464,2
Lazio\E091_GORGA_ple.gml,Contiene geometrie invalide,3365,3
Lazio\E126_GRADOLI_ple.gml,Valido,7393,0
Lazio\E128_GRAFFIGNANO_ple.gml,Contiene geometrie invalide,9246,1
Lazio\E160_GRECCIO_ple.gml,Valido,5461,0
Lazio\E204_GROTTAFERRATA_ple.gml,Contiene geometrie invalide,11834,2
Lazio\E210_GROTTE DI CASTRO_ple.gml,Valido,12481,0
Lazio\E236_GUARCINO_ple.gml,Contiene geometrie invalide,6528,1
Lazio\E263_GUIDONIA MONTECELIO_ple.gml,Contiene geometrie invalide,31039,1
Lazio\E330_ISCHIA DI CASTRO_ple.gml,Valido,9154,0
Lazio\E340_ISOLA DEL LIRI_ple.gml,Valido,15255,0
Lazio\E375_ITRI_ple.gml,Valido,18353,0
Lazio\E382_JENNE_ple.gml,Valido,6877,0
Lazio\E392_LABICO_ple.gml,Valido,7094,0
Lazio\E393_LABRO_ple.gml,Valido,3453,0
Lazio\E467_LATERA_ple.gml,Valido,4840,0
Lazio\E472_LATINA_ple.gml,Valido,73953,0
Lazio\E527_LENOLA_ple.gml,Valido,14650,0
Lazio\E535_LEONESSA_ple.gml,Contiene geometrie invalide,39123,2
Lazio\E576_LICENZA_ple.gml,Valido,6111,0
Lazio\E681_LONGONE SABINO_ple.gml,Valido,7148,0
Lazio\E713_LUBRIANO_ple.gml,Valido,3021,0
Lazio\E798_MAENZA_ple.gml,Contiene geometrie invalide,9112,1
Lazio\E812_MAGLIANO SABINA_ple.gml,Valido,8132,0
Lazio\E813_MAGLIANO ROMANO_ple.gml,Valido,2800,0
Lazio\E900_MANZIANA_ple.gml,Valido,7856,0
Lazio\E908_MARANO EQUO_ple.gml,Valido,6262,0
Lazio\E924_MARCELLINA_ple.gml,Contiene geometrie invalide,9009,1
Lazio\E927_MARCETELLI_ple.gml,Valido,3811,0
Lazio\E958_MARINO_ple.gml,Valido,17746,0
Lazio\E978_MARTA_ple.gml,Valido,8059,0
Lazio\F064_MAZZANO ROMANO_ple.gml,Contiene geometrie invalide,8246,6
Lazio\F127_MENTANA_ple.gml,Valido,15006,0
Lazio\F193_MICIGLIANO_ple.gml,Valido,10369,0
Lazio\F224_MINTURNO_ple.gml,Valido,35000,0
Lazio\F319_MOMPEO_ple.gml,Valido,2514,0
Lazio\F419_MONTALTO DI CASTRO_ple.gml,Contiene geometrie invalide,19201,1
Lazio\F430_MONTASOLA_ple.gml,Valido,2600,0
Lazio\F446_MONTEBUONO_ple.gml,Valido,4273,0
Lazio\F477_MONTECOMPATRI_ple.gml,Contiene geometrie invalide,12530,1
Lazio\F499_MONTEFIASCONE_ple.gml,Contiene geometrie invalide,30117,2
Lazio\F504_MONTEFLAVIO_ple.gml,Valido,3415,0
Lazio\F534_MONTELANICO_ple.gml,Valido,6359,0
Lazio\F541_MONTELEONE SABINO_ple.gml,Valido,6547,0
Lazio\F545_MONTELIBRETTI_ple.gml,Valido,9838,0
Lazio\F579_MONTENERO SABINO_ple.gml,Valido,2662,0
Lazio\F590_MONTE PORZIO CATONE_ple.gml,Valido,5119,0
Lazio\F603_MONTE ROMANO_ple.gml,Valido,3884,0
Lazio\F606_MONTEROSI_ple.gml,Valido,4092,0
Lazio\F611_MONTEROTONDO_ple.gml,Valido,18882,0
Lazio\F616_MONTE SAN BIAGIO_ple.gml,Valido,14145,0
Lazio\F619_MONTE S GIOVANNI SABINA_ple.gml,Contiene geometrie invalide,5756,3
Lazio\F620_MONTE S GIOVANNI CAMPAN_ple.gml,Valido,35754,0
Lazio\F687_MONTOPOLI DI SABINA_ple.gml,Contiene geometrie invalide,7613,1
Lazio\F692_MONTORIO ROMANO_ple.gml,Valido,5561,0
Lazio\F730_MORICONE_ple.gml,Valido,7300,0
Lazio\F734_MORLUPO_ple.gml,Valido,9971,0
Lazio\F740_MOROLO_ple.gml,Contiene geometrie invalide,9952,1
Lazio\F746_MORRO REATINO_ple.gml,Valido,3339,0
Lazio\F857_NAZZANO_ple.gml,Valido,2940,0
Lazio\F865_NEMI_ple.gml,Valido,3499,0
Lazio\F868_NEPI_ple.gml,Valido,13096,0
Lazio\F871_NEROLA_ple.gml,Valido,5122,0
Lazio\F876_NESPOLO_ple.gml,Valido,4839,0
Lazio\F880_NETTUNO_ple.gml,Contiene geometrie invalide,26159,1
Lazio\F937_NORMA_ple.gml,Valido,6835,0
Lazio\G022_OLEVANO ROMANO_ple.gml,Valido,16539,0
Lazio\G065_ONANO_ple.gml,Valido,6087,0
Lazio\G111_ORIOLO ROMANO_ple.gml,Valido,6007,0
Lazio\G135_ORTE_ple.gml,Contiene geometrie invalide,13840,3
Lazio\G232_PAGANICO SABINO_ple.gml,Valido,2963,0
Lazio\G274_PALESTRINA_ple.gml,Valido,26422,0
Lazio\G276_PALIANO_ple.gml,Valido,21447,0
Lazio\G293_PALOMBARA SABINA_ple.gml,Valido,22280,0
Lazio\G362_PASTENA_ple.gml,Valido,14783,0
Lazio\G374_PATRICA_ple.gml,Valido,11476,0
Lazio\G444_PERCILE_ple.gml,Valido,2705,0
Lazio\G498_PESCOROCCHIANO_ple.gml,Valido,32843,0
Lazio\G500_PESCOSOLIDO_ple.gml,Valido,13661,0
Lazio\G507_TURANIA_ple.gml,Valido,4029,0
Lazio\G513_PETRELLA SALTO_ple.gml,Valido,20597,0
Lazio\G571_PIANSANO_ple.gml,Valido,8044,0
Lazio\G591_PICINISCO_ple.gml,Valido,13663,0
Lazio\G592_PICO_ple.gml,Valido,11520,0
Lazio\G598_PIEDIMONTE SAN GERMANO_ple.gml,Valido,8793,0
Lazio\G659_PIGLIO_ple.gml,Valido,15161,0
Lazio\G662_PIGNATARO INTERAMNA_ple.gml,Valido,10677,0
Lazio\G698_PRIVERNO_ple.gml,Valido,20029,0
Lazio\G704_PISONIANO_ple.gml,Valido,8481,0
Lazio\G749_POFI_ple.gml,Valido,16016,0
Lazio\G756_POGGIO BUSTONE_ple.gml,Valido,6051,0
Lazio\G757_POGGIO CATINO_ple.gml,Valido,3558,0
Lazio\G763_POGGIO MIRTETO_ple.gml,Valido,6631,0
Lazio\G764_POGGIO MOIANO_ple.gml,Valido,7192,0
Lazio\G765_POGGIO NATIVO_ple.gml,Valido,7294,0
Lazio\G770_POGGIO SAN LORENZO_ple.gml,Valido,2155,0
Lazio\G784_POLI_ple.gml,Valido,8132,0
Lazio\G811_POMEZIA_ple.gml,Contiene geometrie invalide,19917,1
Lazio\G838_PONTECORVO_ple.gml,Valido,32336,0
Lazio\G865_PONTINIA_ple.gml,Valido,20562,0
Lazio\G871_PONZA_ple.gml,Valido,12349,0
Lazio\G874_PONZANO ROMANO_ple.gml,Valido,3268,0
Lazio\G934_POSTA_ple.gml,Contiene geometrie invalide,15954,1
Lazio\G935_POSTA FIBRENO_ple.gml,Valido,8676,0
Lazio\G951_POZZAGLIA SABINA_ple.gml,Valido,8152,0
Lazio\H071_PROCENO_ple.gml,Valido,5548,0
Lazio\H076_PROSSEDI_ple.gml,Valido,7883,0
Lazio\H267_RIANO_ple.gml,Valido,8422,0
Lazio\H282_RIETI_ple.gml,Valido,53123,0
Lazio\H288_RIGNANO FLAMINIO_ple.gml,Valido,8854,0
Lazio\H300_RIOFREDDO_ple.gml,Valido,3361,0
Lazio\H324_RIPI_ple.gml,Valido,21519,0
Lazio\H354_RIVODUTRI_ple.gml,Valido,7424,0
Lazio\H387_ROCCA CANTERANO_ple.gml,Valido,5246,0
Lazio\H393_ROCCA D`ARCE_ple.gml,Valido,6356,0
Lazio\H401_ROCCA DI CAVE_ple.gml,Valido,4858,0
Lazio\H404_ROCCA DI PAPA_ple.gml,Valido,12000,0
Lazio\H411_ROCCAGIOVINE_ple.gml,Valido,1981,0
Lazio\H413_ROCCAGORGA_ple.gml,Valido,9662,0
Lazio\H421_ROCCAMASSIMA_ple.gml,Contiene geometrie invalide,4640,1
Lazio\H427_ROCCANTICA_ple.gml,Valido,2391,0
Lazio\H432_ROCCA PRIORA_ple.gml,Valido,12176,0
Lazio\H441_ROCCA SANTO STEFANO_ple.gml,Valido,6907,0
Lazio\H443_ROCCASECCA_ple.gml,Valido,19189,0
Lazio\H444_ROCCASECCA DEI VOLSCI_ple.gml,Valido,6069,0
Lazio\H446_ROCCA SINIBALDA_ple.gml,Contiene geometrie invalide,9033,1
Lazio\H494_ROIATE_ple.gml,Valido,4358,0
Lazio\H501_ROMA_ple.gml,Contiene geometrie invalide,493326,3
Lazio\H534_RONCIGLIONE_ple.gml,Valido,12091,0
Lazio\H618_ROVIANO_ple.gml,Valido,5924,0
Lazio\H647_SABAUDIA_ple.gml,Contiene geometrie invalide,26188,1
Lazio\H658_SACROFANO_ple.gml,Valido,7184,0
Lazio\H713_SALISANO_ple.gml,Valido,1832,0
Lazio\H745_SAMBUCI_ple.gml,Valido,2422,0
Lazio\H779_SAN BIAGIO SARACINISCO_ple.gml,Valido,9285,0
Lazio\H824_S DONATO VAL DI COMINO_ple.gml,Valido,10965,0
Lazio\H836_SAN FELICE CIRCEO_ple.gml,Valido,20148,0
Lazio\H880_SAN GIORGIO A LIRI_ple.gml,Valido,11446,0
Lazio\H913_VILLA S GIOVANNI TUSCIA_ple.gml,Valido,4281,0
Lazio\H917_SAN GIOVANNI INCARICO_ple.gml,Valido,9720,0
Lazio\H942_SAN GREGORIO DA SASSOLA_ple.gml,Valido,7335,0
Lazio\H969_SAN LORENZO NUOVO_ple.gml,Valido,5832,0
Lazio\I125_SAN POLO DEI CAVALIERI_ple.gml,Valido,7084,0
Lazio\I255_SANTA MARINELLA_ple.gml,Valido,13142,0
Lazio\I256_S AMBROGIO S GARIGLIANO_ple.gml,Valido,4821,0
Lazio\I265_S ANDREA DEL GARIGLIANO_ple.gml,Valido,6275,0
Lazio\I284_SANT`ANGELO ROMANO_ple.gml,Valido,6783,0
Lazio\I302_SANT`APOLLINARE_ple.gml,Valido,9874,0
Lazio\I321_SANT`ELIA FIUMERAPIDO_ple.gml,Valido,22983,0
Lazio\I339_SANTI COSMA E DAMIANO_ple.gml,Valido,16563,0
Lazio\I351_SANTOPADRE_ple.gml,Valido,11592,0
Lazio\I352_SANT`ORESTE_ple.gml,Valido,7754,0
Lazio\I364_VILLA SANTO STEFANO_ple.gml,Valido,7948,0
Lazio\I400_SAN VITO ROMANO_ple.gml,Valido,6233,0
Lazio\I408_SAN VITTORE DEL LAZIO_ple.gml,Contiene geometrie invalide,8455,1
Lazio\I424_SARACINESCO_ple.gml,Valido,3861,0
Lazio\I499_SCANDRIGLIA_ple.gml,Valido,8991,0
Lazio\I573_SEGNI_ple.gml,Valido,15486,0
Lazio\I581_SELCI_ple.gml,Valido,3526,0
Lazio\I634_SERMONETA_ple.gml,Valido,11420,0
Lazio\I669_SERRONE_ple.gml,Valido,12337,0
Lazio\I697_SETTEFRATI_ple.gml,Valido,8661,0
Lazio\I712_SEZZE_ple.gml,Valido,35818,0
Lazio\I716_SGURGOLA_ple.gml,Valido,8232,0
Lazio\I832_SONNINO_ple.gml,Valido,20811,0
Lazio\I838_SORA_ple.gml,Valido,41406,0
Lazio\I855_SORIANO NEL CIMINO_ple.gml,Valido,19328,0
Lazio\I892_SPERLONGA_ple.gml,Valido,6144,0
Lazio\I902_SPIGNO SATURNIA_ple.gml,Valido,10589,0
Lazio\I959_STIMIGLIANO_ple.gml,Valido,2469,0
Lazio\I973_STRANGOLAGALLI_ple.gml,Valido,7642,0
Lazio\I992_SUBIACO_ple.gml,Valido,21655,0
Lazio\L009_SUPINO_ple.gml,Valido,9562,0
Lazio\L017_SUTRI_ple.gml,Valido,12540,0
Lazio\L046_TARANO_ple.gml,Valido,4433,0
Lazio\L105_TERELLE_ple.gml,Valido,9264,0
Lazio\L120_TERRACINA_ple.gml,Valido,50866,0
Lazio\L150_TESSENNANO_ple.gml,Valido,2500,0
Lazio\L182_TIVOLI_ple.gml,Valido,26458,0
Lazio\L189_TOFFIA_ple.gml,Valido,3452,0
Lazio\L192_TOLFA_ple.gml,Valido,10802,0
Lazio\L243_TORRE CAJETANI_ple.gml,Valido,5095,0
Lazio\L286_TORRI IN SABINA_ple.gml,Contiene geometrie invalide,4963,1
Lazio\L290_TORRICE_ple.gml,Valido,18077,0
Lazio\L293_TORRICELLA IN SABINA_ple.gml,Valido,5961,0
Lazio\L302_TORRITA TIBERINA_ple.gml,Valido,2660,0
Lazio\L310_TUSCANIA_ple.gml,Valido,18190,0
Lazio\L398_TREVI NEL LAZIO_ple.gml,Contiene geometrie invalide,10594,1
Lazio\L401_TREVIGNANO ROMANO_ple.gml,Valido,7972,0
Lazio\L437_TRIVIGLIANO_ple.gml,Valido,6233,0
Lazio\L525_VACONE_ple.gml,Valido,1802,0
Lazio\L569_VALENTANO_ple.gml,Valido,10193,0
Lazio\L598_VALLECORSA_ple.gml,Valido,10623,0
Lazio\L605_VALLEMAIO_ple.gml,Valido,8661,0
Lazio\L611_VALLEPIETRA_ple.gml,Valido,3897,0
Lazio\L612_VALLERANO_ple.gml,Valido,5646,0
Lazio\L614_VALLEROTONDA_ple.gml,Contiene geometrie invalide,23955,2
Lazio\L625_VALLINFREDA_ple.gml,Valido,4229,0
Lazio\L639_VALMONTONE_ple.gml,Valido,20289,0
Lazio\L676_VARCO SABINO_ple.gml,Valido,4116,0
Lazio\L713_VEIANO_ple.gml,Valido,6314,0
Lazio\L719_VELLETRI_ple.gml,Contiene geometrie invalide,58058,1
Lazio\L742_VENTOTENE_ple.gml,Valido,2116,0
Lazio\L780_VEROLI_ple.gml,Valido,59798,0
Lazio\L814_VETRALLA_ple.gml,Contiene geometrie invalide,30562,1
Lazio\L836_VICALVI_ple.gml,Valido,5727,0
Lazio\L843_VICO NEL LAZIO_ple.gml,Valido,7579,0
Lazio\L851_VICOVARO_ple.gml,Valido,7638,0
Lazio\L882_VIGNANELLO_ple.gml,Valido,10413,0
Lazio\L905_VILLA SANTA LUCIA_ple.gml,Valido,7355,0
Lazio\M082_VITERBO_ple.gml,Valido,88447,0
Lazio\M083_VITICUSO_ple.gml,Valido,5230,0
Lazio\M086_VITORCHIANO_ple.gml,Valido,8825,0
Lazio\M095_VIVARO ROMANO_ple.gml,Valido,5174,0
Lazio\M141_ZAGAROLO_ple.gml,Valido,22166,0
Lazio\M207_LARIANO_ple.gml,Valido,14540,0
Lazio\M212_LADISPOLI_ple.gml,Valido,10418,0
Lazio\M213_ARDEA_ple.gml,Contiene geometrie invalide,25587,1
Lazio\M272_CIAMPINO_ple.gml,Valido,10994,0
Lazio\M295_SAN CESAREO_ple.gml,Valido,19524,0
Lazio\M297_FIUMICINO_ple.gml,Valido,42081,0
Lazio\M309_FONTE NUOVA_ple.gml,Valido,14243,0
Liguria\A111_AIROLE_ple.gml,Valido,10074,0
Liguria\A122_ALASSIO_ple.gml,Valido,15513,0
Liguria\A145_ALBENGA_ple.gml,Valido,22568,0
Liguria\A165_ALBISSOLA MARINA_ple.gml,Valido,3175,0
Liguria\A166_ALBISOLA SUPERIORE_ple.gml,Valido,10799,0
